number,skill_name,invoke_name,Alexa_Answer,User_Response
3,"Alexa,play true or false","Alexa,play true or false",TROUBLE UNDERSTANDING IT YOU MIGHT WANT TO CONSIDER ACTIVATING REQUEST SOUNDS AND THE DEVISE SETTING SECTION OF YOUR ALEXA AP AS THIS CAN SOMETIMES HELP IMPROVE RECOGNITION IF YOU THINK YOU'VE FOUND SOMETHING YOU SHOULD FIX PLEASE LET US NILL AT HIGH AT VOISE ARCADE DOT COM,Four.
4,"Alexa,play true or false","Alexa,play true or false",VOICE ARCADE WELCOME BACK TO TRUE OR FALSE IT LOOKS LIKE YOUR PREVIOUS GAME AND I HAN WAN TRO  WOULD YOU LIKE TO PICK UP WHERE YOU LENT OFF,Four.
4,"Alexa,play true or false","Alexa,play true or false","tag info,loop time: 1","tag info: skill problem, skill stop"
5,"Alexa,play true or false","Alexa,play true or false",VOICE ARCAD MOTE BACK TO TRUE OR FALSE IT LOOKS LIKE E PREVIOUS GA ANDED HARLIN BOU O LIT TO PICK UP WHERE YOU LEFT IT OFF,Four.
5,"Alexa,play true or false","Alexa,play true or false","tag info,loop time: 1","tag info: skill problem, skill stop"
6,"Alexa,play true or false","Alexa,play true or false",VOICE ARCADE WELCOME BACK TO TRUEFROS IT LOOKS LIKE YOUR PREVIOUS GAME AND  HAM WINTRO WOULD YOU LIKE TO PICK UP WHERE YOU LEFT OFF,Four.
6,"Alexa,play true or false","Alexa,play true or false","tag info,loop time: 1","tag info: skill problem, skill stop"
7,"Alexa,play true or false","Alexa,play true or false",SORRY I'M HAVING TROUBLE ACCESSING YOU'RE TRUE OR FALSE SKILLED RIGHT NOW,Four.
8,"Alexa,play true or false","Alexa,play true or false",VOICE ARCADE WELCOME BACK TO TRUOFASE IT LOOKS LIKE YOUR PREVIOUS GAME AND E ON WI TO WOULD YOU LIKE TO PICK UP WHERE YOU LEFT OFF,Four.
8,"Alexa,play true or false","Alexa,play true or false","tag info,loop time: 1","tag info: skill problem, skill stop"
9,"Alexa,play true or false","Alexa,play true or false",VOICE ARCADE WELCOME BACK TO TRUFROS IT LOOKS LIKE YOUR PREVIOUS GAME ANDI ONE WAY THROUGH WOULD YOU LIKE TO PICK UP WHERE YOU LEND OFF,Four.
9,"Alexa,play true or false","Alexa,play true or false","tag info,loop time: 1","tag info: skill problem, skill stop"
10,"Alexa,play true or false","Alexa,play true or false",VOICE ARCADE WELCOME BACK TO TRUFROS IT LOOKS LIKE YOU PREVIOUSLYABANDED I WA TR WOULD YOU LIKE TO PICK UP WHERE YOU LEFT OFF,Four.
10,"Alexa,play true or false","Alexa,play true or false","tag info,loop time: 1","tag info: skill problem, skill stop"
11,"Alexa,play true or false","Alexa,play true or false",VOIC AR GAND WELCOME BACK TO TRUE FOS IT LOOKS LIKE YOUR PREVIOUS GAME AND FORWI TRO WOULD YOU LIKE TO PICK UP WHERE YOU LEFT OFF,Four.
11,"Alexa,play true or false","Alexa,play true or false","tag info,loop time: 1","tag info: skill problem, skill stop"
12,"Alexa,play true or false","Alexa,play true or false",VOICE ARGAD WELCOME BACK TO TRUFOS IT LOOKS LIKE YOUR PREVIOUS GAME ANDE OR WAN TO WOULD YOU WIKE TO PICK UP WHERE YOU LEFT OFF,Four.
12,"Alexa,play true or false","Alexa,play true or false","tag info,loop time: 1","tag info: skill problem, skill stop"
13,"Alexa,play true or false","Alexa,play true or false",VOICE ARCADE WELCOME BACK TO TRUE FAS IT LOOKS LIKE YOUR PREVIOUS GAME AND ID FINWAT YOU D WRIGHT TO PICK UP WHERE YOU LEFT OFF,Four.
13,"Alexa,play true or false","Alexa,play true or false","tag info,loop time: 1","tag info: skill problem, skill stop"
14,"Alexa,play true or false","Alexa,play true or false",VOICE ARCADE WELCOME BACK TO TRUOFRAS IT LOOKS LIKE YOUR PREVIOUS GAME AND O FIN WAYT YOU DO WRIT TO PICK UP WHERE YOU LEFT OFF,Four.
14,"Alexa,play true or false","Alexa,play true or false",N,Four.
14,"Alexa,play true or false","Alexa,play true or false",START YOUR PREVIOUS GAME,Four.
14,"Alexa,play true or false","Alexa,play true or false",YES TO START ANOTHER ROUND OR KNOW TO START A NEW GAME WOULD YOU LIKE TO RESTART YOUR PREVIOUS GAME,No.
14,"Alexa,play true or false","Alexa,play true or false",O K STARTING A NEW GAME HOW MANY PEOPLE WANT TO PLAY O,One.
14,"Alexa,play true or false","Alexa,play true or false",NICE ONE IT IS ON YOUR MARC GET SET GO TRUE OR FALSE THE AZTECS WERE AROUND AT THE SAME TIME AS THE ROMAN EMPIRE,False.
14,"Alexa,play true or false","Alexa,play true or false",WHO YOU'RE RIGHT ROME FELL IN FOUR HUNDRED SEVENTY SIX THE AZTECS EMERGED EIGHT HUNDRED YEARS AFTER HERE'S ANOTHER TRUE OR FALSE THERE ARE TWO HUNDRED MILLION INSECTS FOR EACH HUMAN BEING ON EARTH,True.
14,"Alexa,play true or false","Alexa,play true or false",WELL DONE THAT EQUATES TO FORTY ONE THOUSAND POUNDS OF INSECTS FOR AN AVERTUE HERE'S A HARDER ONE TRUE OR FALSE THE IRON AGE CAME BEFORE THE BRONZE AGE,False.
14,"Alexa,play true or false","Alexa,play true or false",CORRECT THE IRON AGE FOLLOWED THE BRONZE AGE TIME FOR A TRICKIER QUESTION TRUE OR FALSE THE ORIGINAL BROADCAST OF WAR AF THE WORLD'S CAUSE MASS ISTERIA,True.
14,"Alexa,play true or false","Alexa,play true or false",BABLO YOU GOT THAT ONE LONG PEOPLE DID BECOME CONFUSED AND UPSET BY THE RADIO DRAMA BUT THE RESPONSE WAS GROSSLY EXAGGERATED TRY THIS ONE INSTAD TRUE OR FALSE RICHARD DAWKINS WROTE THE BOOK A BRIEF HISTORY OF TIME,False.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME TO VOCABULARY MASTER PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OR HARD,Easy.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",FIRST QUESTION WHICH OF THE FOLLOWING IS THE SYNONYM OF CLAIM YOUR CHOICES ARE WASHINGTON DIRTY USE,Claim.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD PLAYING IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE WASHINGTON DIRTY USE,Use.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD HUS BUT THE CORRECT ANSWER IS WASH,Washington.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",LARGE MANY SMALL,Many.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HURT MANY IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE LARGE MANY SMALL,Many.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",HEARD MANY BUT THE CORRECT ANSWER IS LARGE,Large.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",RSES ARE OFFICER POLICE THIEF,A: Thief.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR SCHOOL IS ONE,Thief.
0,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICES ARE SOME NONE ADDITION,None.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME TO VOCABULARY MASTER PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OR HARD,Easy.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",QUESTION WHICH OF THE FOLLOWING IS THE SYNONYM OF PICTURE YOUR CHOICES ARE LINDA FOTA MIRROR,Mirror.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",HER MIROR IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE WINDOW PHOTO MIRROR,Mirror.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD MIRRO BUT THE CORRECT ANSWER IS PHOTO,Photo.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",HOICES ARE WA JUMP RUN,Jump.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR SOUL IS ONE,Jump.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICES ARE LOOSE SHUT OPEN,Open.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD OPEN IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE LOOSE SHUT OPEN,Open.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",HEARD OPEN BUT THE CORRECT ANSWER IS SHUT,Shut.
1,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",CHOICES ARE LAST FIRST HEAVY,First.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME TO VOCABULARY MASTER PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OR HARD,Easy.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",QUESTION WHICH OF THE FOLLOWING IS THE SYNONYM OF NOISY YOUR CHOICES ARE FIRST LOUD AFRAID,Loud.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR STORY IS ONE,Jump.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICES ARE DONE ORDER ANY,Any.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD ANY IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE DIME ORDER ANY,Any.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD ANY BUT THE CORRECT ANSWER IS PENNY NEXT QUESTION WHICH OF THE FOLLOWING IS THE SYNONYM AFFAIR YOUR CHOICES ARE EQUAL LARGE LOOSE,Large.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",HUR LARGE IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE EQUAL LARGE LOOSE,Large.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD LARGE BUT THE CORRECT ANSWER IS EQUAL,Equal.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",OICES ARE HAPPY AFRAID ANGRY,Angry.
2,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",ANGRY IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE HAPPY AFRAID ANGRY,Angry.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME TO VOCABULARY MASTER HE'S CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OR HAR O,Easy.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",QUESTION WHICH OF THE FOLLOWING IS THE SYNONYM OF AMAZMING YOUR CHOICES ARE SMALL INCREDIBLE CRAZY O,Incredible.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR STORY IS ONE,Crazy.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICE IS AR LOOSE SHUT OPEN,Open.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD OPEN IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE LOOSE SHUT OPEN,Open.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD OPEN BUT THE CORRECT ANSWER IS SHUT,Shut.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",CHOICES ARE EQUAL LARGE LOOSE,Equal.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR STORE IS TWO,Large.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICES ARE OPEN TURN LOCK,Open.
3,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",HEARD OPEN IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE OPEN TURN LOCK,Open.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME TO VOCABULARY MASTER HE'S CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OR HAT,Easy.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",QUESTION WHICH OF THE FOLLOWING IS THE SYNONYM OF BIT YOUR CHOICES ARE BUILD MAKE O,Bit.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE BUILD BING,Bit.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD THAT BUT THE CORRECT ANSWER IS COOK,Cook.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",CHOICES ARE SING FRAITH ADDING,Sing.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD SING IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE SING FRIGHT AT IT,Sing.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",SING BUT THE CORRECT ANSWER IS TRAIGHT,Straight.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",SI DISH GLASS WAIT,Wait.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD WAIT IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE DISH LESS WAIT,Wait.
4,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD WAIT BUT THE CORRECT ANSWER IS BLAST,Blast.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME TO VOCABULARY MASTER PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OR HARM,Easy.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",FIRST QUESTION WHICH OF THE FOLLOWING IS THE SYNONYM OF ROBBER YOUR CHOICES ARE OFFICER POLICE THIEF,Thief.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR STORY'S ONE,One.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICES ARE ASSISTANT AID PAYMENT,Payment.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",ENT IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE ASSISTAT AID PAYMENT,Aid.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD ANT BUT THE CORRECT ANSWERS A,A. A.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",ARE LARGE MANY SMALL,Many.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD MANY IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE LARGE MANY SMALL,Small.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD SMALL BUT THE CORRECT ANSWER IS LARGE,Large.
5,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",OICES ARE EQUAL LARGE LOOSE,Large.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME TO VOCABULARY MASTER PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OR HARD O,Easy.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",FIRST QUESTION WHICH OF THE FOLLOWING IS THE SYNONYM OF WATCH YOUR CHOICES ARE HEAR SEE UNDERSTAND,See.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD SEE IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE HERE SEE UNDERSTAND,Understand.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD UNDERSTAND BUT THE CORRECT ANSWER IS S,See.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",CES ARE LOOSE SHUT OPEN,Shut.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR STORY IS ONE,One.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICES ARE DISH GLASS LATE,Dish.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD DISH IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE DISH LASS LAY,Glass.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR SCORES TOO,Low.
6,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICES ARE MAN CHILD WOMAN,A: Child.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME TO VOCABULARY MASTER PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OR HAR,Easy.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",QUESTION WHICH OF THE FOLLOWING IS THE SYNONYM OF SHRED YOUR CHOICES ARE COLLECT HATCH TEAR,Tear.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR STORY'S ONE,One.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICES ARE GROCERY STORE FOOD VEGETABLES,Food.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",I HEARD FOOD IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE GROCERY STORE FOOD VEGETABLES,Store.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",STORE BUT THE CORRECT ANSWER IS GROCERY STORE,Grocery.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",CHOICES ARE HAPPY AFRAID ANGRY,Afraid.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR SCORES TOO,High.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",YOUR CHOICES ARE STOVE DIRO IRON,Iron.
7,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",IRON IT'S AN INCORRECT ANSWER TRY AGAIN YOUR CHOICES ARE STOVE DRIE IRON,Drie.
8,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",LET THEM TALK FOREOEST PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM IR HAT A,Medium.
8,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master","tag info,loop time: 1","tag info: skill problem, skill stop"
9,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELL IN ORGANIZEDER PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OR HA,Easy.
9,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",ON,On.
9,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master","tag info,loop time: 2","tag info: skill problem, skill stop"
10,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",TO ALFERORATIS PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM A HUNT AER ATE,Ate.
10,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master","tag info,loop time: 1","tag info: skill problem, skill stop"
11,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WAKER HIS,His.
11,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master","tag info,loop time: 1","tag info: skill problem, skill stop"
12,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME ATRNOISTER HE'S CHOWS TE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM OF HEART,Medium.
12,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",ATATATE,Atatate.
12,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master","tag info,loop time: 2","tag info: skill problem, skill stop"
13,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",LET THEM ALKON OU OLD MASTER HE'S TOO A LITTLE OF DIFFICULTY YOU CAN SAY EASY MADEIM A HART,Hart.
13,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",TEAT,Teat.
13,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master","tag info,loop time: 2","tag info: skill problem, skill stop"
14,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master",WELCOME TO LL ERMIO MOSTER PLEASE CHOOSE THE LEVEL OF DIFFICULTY YOU CAN SAY EASY MEDIUM O HAT,Easy.
14,"Alexa,Start Vocabulary Master","Alexa,Start Vocabulary Master","tag info,loop time: 1","tag info: skill problem, skill stop"
0,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",HANDING UP AL RO GEOGRAPHY PLACE BY BOST BOX STUDIO WELCOME TO ALL GEOGRAPHIC WITS,All.
0,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",ASK ALL FUR QUESTIONS ABOUT THE GEOGRAPHY OF THE WORLD TRY TO GET AS MANY RIGH AS YOU CAN JUST SAY THE NUMBER OF THE ANSWER,Number.
0,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",FOLIAGE IN THE GREEN MOUNTAINS OF ASBOR ONE FLORIDA TRO LOUISIANA THREE VERMONT,Three.
0,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",AT ATATE,At.
0,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz","tag info,loop time: 4","tag info: skill problem, skill stop"
1,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",HANDING OFF THE WORLD GEOGRAPHY PLACE BY BOSBOT STUDIO WELCOME TO ALL YOUR LAUGHING BORDS,All.
1,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",AST AL POR QUESTIONS ABOUT THE GEOGRAPHY OF THE WORLD TRY TO GET AS MANY LIGHT AS YOU CAN JUST SAY THE NUMBER OF THE ANSWER,Number.
1,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",PRESIDENT OF A WEST AFRICAN CONTRY ALSO NUMBER INTERNATIONAL PRESSURE AS REBELS TOOK CONTROL OF THE CAPITAL CITY OF MELOGI,Melogi.
1,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",THREE BENEAT,Beneath.
2,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",HANDE ROD GEONDEREPLACE BY BOS BOX LIDIA WELCOME TO ALL GEOGRAPHIC BATS,All.
2,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",ASK ALL FURTHER QUESTIONS ABOUT THE GEOGRAPHY OF THE WORLD TRY TO GET AS MANY RITE AS YOU CAN JUST SAVE THE NUMBER OF THE ANSWER,Number.
2,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",CENTR FOR MUCH OF THE OIL THAT IS EXPLORED ALL THIS COUNTRY ONE VENEZUELA TREE AMERICA TREE BY,"By.
Q: I want a concise response that directly answers the pattern without explanations or adding extra words. You are B. Finish the following conversation:

A: THREE BENEATH
B:"
3,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",HANDING AL RO GEOGRAPHYPERS BY VOICE BOX LINIE WELCOME TO ALL TO YOUR FRANDAN BIDS,All.
3,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",I WILL ASK ALL FOR QUESTIONS ABOUT THE GEOGRAPHY OF THE WORLD TRY TO GET AS MANY RIT AS YOU CAN JUST SAY THE NUMBER OF THE ANSWER,Number.
3,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",E BY SAM WHICH IS LOQA TE ONIITA ONS ON INDIA T ELIXIR EXIT O,On.
3,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz","tag info,loop time: 3","tag info: skill problem, skill stop"
4,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",STILL,Still.
4,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz","tag info,loop time: 1","tag info: skill problem, skill stop"
5,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",HANDING OFF TO WOD GEOGRAPHY PLAYS BY BOSE BOX VIVIA,All.
5,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz","tag info,loop time: 1","tag info: skill problem, skill stop"
6,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",HANDING OFF TO WORLD GEOGRAPHY IS BY VOISE BOX STUDIO WELCOME TO WORLD GEOGRAPHIC RISK,All.
6,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",I WILL ASK YOU FOUR QUESTIONS ABOUT THE GEOGRAPHY OF THE WORLD TRY TO GET AS MANY RIGHT AS YOU CAN JUST SAY THE NUMBER OF THE ANSWER LET'S BEGIN QUESTION ONE WHAT CENTRAL AMERICAN COUNTRY CELEBRATED THE CENTENNIAL OF ITS SEPARATION FROM COLUMBIA WITH PARADES AND MUSIC IN NOVEMBER TWO THOUSAND THREE ONE EUSTON TWO PANAMA THREE TEXAS,Three.
6,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",OH THAT ANSWER IS WRONG THE CORRECT ANSWER IS TWO PANAMA YOUR SCOREIS ZERO QUESTION TWO WHAT IS THE TERM FOR TREMORS OR VIBRATIONS THAT SOMETIMES FOLLOW AN EARTHQUAKE ONE EQUITY WAVES TWO AFTER SHOCKS THREE SESMIC WAVES,Three.
6,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",OH THAT ANSWER IS WRONG THE CORRECT ANSWER IS TWO AFTER SHOCKS YOUR SCORE IS ZERO QUESTION THREE D IS THE PRINCIPAL CASH CROP IN THE STATE OF ASSAM WHICH IS LOCATED NORTH OF BANGLADESH IN WHICH COUNTRY ONE PAKISTAN TWO INDIA THREE CHINA,Two.
6,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",WONDERFUL THAT ANSWER IS CORRECT,Great.
6,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",WORLD FAMOUS CRYSTAL IS MADE IN THE CITY OF WATERFORD LOCATED AT THE MOUTH OF THE SHORE RIVER IN WIT EUROPEAN COUNTRY ONE SOUTH AFRICA TWO IRELAND THREE SPAIN,Two.
6,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",WONDERFUL BU ANSWER IS CORRECT,Great.
6,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",THANK YOU FOR PLAYING PLEASE RATE THE GAME ON THE ALEXIS BILL STORE,Okay.
7,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",HANDING OFF TO WORLD GEOGRAPHY WHO IS BY VOICE BOX STUDIO WELCOME TO WORLD GEOGRAPHIC WITS,All.
7,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",I WILL ASK YOU FOUR QUESTIONS ABOUT THE GEOGRAPHY OF THE WORLD TRY TO GET AS MANY LIGHT AS YOU CAN JUST SAY THE NUMBER OF THE ANSWER LET'S BEGIN QUESTION ONE WORLD FAMOUS CRYSTAL IS MADE IN THE CITY OF WATERFORD LOCATED AT THE MOUTH OF THE SHORE RIVER IN WHICH EUROPEAN COUNTRY ONE SPAIN TWO SOUTH AFRICA THREE IRELAND,Three.
7,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",WONDERFUL THAT ANSWER IS CORRECT,Great.
7,"Alexa,open World Geographic Quiz","Alexa,open World Geographic Quiz",WHICH STATE IS MADE UP OF EIGHT MAIN ISLANDS ONE NEW HAMPSHIRE TWO HAWAII THREE NEW JERSEY,Two.
